id,answer,time
1,มีระบบในการเข้าถึงข้อมูล และความสามารถในการกระจายความเสี่ยงที่ดีเนื่องจากเงินมีลงทุนก้อนใหญ่ที่ได้จากการระดมทุนจากผู้ลงทุนหลายๆ,3.9184858798980713
2,"อัตราดอกเบี้ยต่างๆในตลาดไม่ว่าจะเป็น เงินฝาก, เงินกู้, พันธบัตร, หุ้นกู้ จะเปลี่ยนแปลงตามไปในทิศทางเดียวกันด้วย โดยอัตราดอกเบี้ยนโยบายจะมีความสัมพันธ์กับดอกเบี้ยระยะสั้น (เช่น เงินฝากระยะสั้น,หุ้นกู้ระยะสั้น) มากกว่าดอกเบี้ยระยะยาว",3.8136649131774902
3,ขอบคุณนะครับ,17.714340209960938
4,"การประเมินมูลค่าและอัตราผลตอบแทนของตราสารหนี้ 2. ราคาของตราสารหนี้ เมื่อมีการชื้อขายตราสารหนี้นั้น ราคาที่แสดงในกระดานซื้อขายตราสารหนี้ และราคาที่ใช้ชำระในการซื้อขายนั้นจะเป็นคนละราคากัน ซึ่งราคาของตราสารหนี้มี 2 ประเภทดังนี้ 2.1 Gross Price หรือ Dirty Price เนื่องจากตราสารหนี้นั้นไม่ได้จ่ายดอกเบี้ย (Coupon) ให้กับผู้ลงทุนทุกวัน แต่จะจ่ายเป็น รายเดือน, รายไตรมาส,",3.5499889850616455
5,(บล.) รายได้ที่เพิ่มขึ้น จากจำนวนและปริมาณการลงทุนของผู้ลงทุนที่เพิ่มขึ้น * บริษัทจดทะเบียน สนใจนำบริษัทเข้ายจดทะเบียนในตลาดฯ มากขึ้น ระดมทุนได้ง่ายขึ้นตลาดทุนและเศรษฐกิจ * ชาวต่างชาติมั่นใจและนำเงินเข้ามาลงทุนมากขึ้น * ภาพลักษณ์ที่ดีต่อระบบการเงิน,8.019464254379272
6,+30% ต่ำสุด -30% ของราคาปิดวันก่อนหน้า หุ้นสามัญวันที่ XD สูงสุด +30% ต่ำสุด -30% ของราคาปิดวันก่อนหน้าที่หักด้วยปันผล หุ้นสามัญวันที่ซื้อขายวันแรก สูงสุด +300% ต่ำสุด,3.4753129482269287
7,ผมไม่มีความรู้เรื่องการเงิน ,18.223961114883423
8,1. Absolute Valuation ซึ่งเป็นการประเมินมูลค่าโดยวัดจากสินทรัพย์หรือความสามารถในการทำกำไรจากตัวบริษัทเอง 2. Relative Valuation เป็นการประเมินมูลค่าโดยใช้วิธีการเปรียบเทียบอัตราส่วนทางการเงินกับบริษัทอื่นที่มีลักษณะของธุรกิจคล้ายคลึงกัน หรืออาจเปรียบเทียบกับค่าเฉลี่ยของอุตสาหกรรม การประเมินมูลค่าหุ้นสามัญ 3. การประเมินมูลค่าแบบ Absolute Valuation เป็นการประเมินมูลค่าจากสินทรัพย์หรือกระแสเงินสดของกิจการ 3.1 Asset Based Approach เป็นการประเมินมูลค่าของหุ้นจากสินทรัพย์ของบริษัท ซึ่งสามารถแบ่งย่อยได้อีก 4 วิธี ดังนี้ 1. Book Value (มูลค่าตามบัญชี) คือ มูลค่าสินทรัพย์สุทธิทางบัญชี,7.5216450691223145
9,ขอบคุณมากครับ ,15.466586112976074
10,- ให้ผู้ถือหุ้นเดิม (เช่น บริษัท AAA แจก Warrant ให้กับผู้ถือที่หุ้น AAA) โดยอาจแจกฟรีหรือขาย - ขายให้ผู้ลงทุนทั่วไป อัตราส่วนที่ใช้วิเคราะห์ DW: มีทั้ง Call DW และ Put DW Warrant (ไทย): เหมือน Call DW การประเมินมูลค่า DW: มีทั้ง Call DW และ Put DW Warrant (ไทย): เหมือน Call DW 3.3 กลยุทธ์พื้นฐานของการลงทุนใน Warrant 1. ซื้อ Warrant แล้วใช้สิทธิซื้อสินทรัพย์อ้างอิง,6.554316759109497
11,ต้องชำระส่วนต่างราคา) Warrant (ไทย): ไม่มี (เนื่องจากหุ้นที่ให้ บริษัทสามารถออกหุ้นเพิ่มเองได้) ผู้ดูแลสภาพคล่อง DW: ต้องมี ≥ 1 ราย,5.363491773605347
12,* นำเงินปันผลทั้งหมดไปรวมเป็นรายได้และเสียภาษี (ไม่มีภาษีหัก ณ ที่จ่าย ต่างจากตราสารทุนที่มี 10%) * ได้รับการยกเว้นภาษีกึ่งหนึ่ง กรณีลงทุนก่อนปันผล 3 เดือนและยังคงถือครองหลังปันผลอีก 3 เดือน (หน้า,5.795259952545166
13,ผู้ลงทุนชอบหลักทรัพย์ที่มีสภาพคล่องสูง เนื่องจากสามารถซื้อขายแลกเปลี่ยนมือได้เร็ว 2. อัตราดอกเบี้ย การเพิ่มขึ้นของอัตราดอกเบี้ยทำให้ผู้ลงทุนหันไปลงทุนในตราสารหนี้มากขึ้น 3. เงินเฟ้อ เงินเฟ้อที่สูงขึ้น ทำให้ผู้ลงทุนต้องการผลตอบแทนจากการลงทุนที่สูงขึ้น (ต้องการซื้อตราสารทุนในราคาที่ถูกลง) เพื่อชดเชยกับเงินเฟ้อ,4.753063201904297
14,หุ้นกู้ที่ให้สิทธิกับผู้ลงทุนในการแปลงเป็นหุ้นสามัญได้ ซึ่งจะมีกำหนดราคาแปลงสภาพ (Conversion Price) และอัตราส่วนการแปลงสภาพ (Conversion Ratio) หุ้นกู้แปลงสภาพมีลักษณะเสมือน ตราสารหนี้ที่ไม่มีสิทธิแฝง+สิทธิในการแปลงเป็นหุ้นสามัญ ส่งผลให้การเปลี่ยนแปลงของราคาหุ้นสามัญมีผลต่อราคาหุ้นกู้แปลงสภาพดังนี้,14.803274869918823
15,บาท * ระยะเวลาเสนอขายครั้งแรกต้องไม่น้อยกว่า 2 วัน,10.855844259262085
16,หัก ณ ที่จ่าย 15%,3.563570022583008
17,"หุ้น, ตราสารหนี้, อสังหาริมทรัพย์, ทองคำ เป็นต้น โดยมี “ผู้จัดการกองทุน (Fund Manager)” ซึ่งเป็นผู้เชี่ยวชาญในการลงทุนที่ผ่านการอบรมและการทดสอบทางการเงิน เป็นผู้บริหารจัดการกองทุน 1.2 โครงสร้างของการบริหารกองทุนรวมในไทย 1. บริษัทที่ทำธุรกิจขายกองทุนรวม คือ บริษัทหลักทรัพย์จัดการกองทุน (บลจ.) โดย บลจ. ต้องได้รับใบอนุญาตการประกอบกิจการจากกระทรวงการคลัง 2. ขั้นตอนการจัดตั้งและการเสนอขายกองทุนรวม 1) การจัดทำโครงการกองทุนรวม บลจ. ต้องแต่งตั้งผู้ดูแลผลประโยชน์ของกองทุนรวม และจัดทำหนังสือชี้ชวนเพื่อให้ข้อมูลกับผู้ลงทุน ซึ่งประกอบด้วยเอกสารดังนี้ * หนังสือชี้ชวนส่วนข้อมูลโครงการ คือ เอกสารที่มีข้อมูลที่เกี่ยวข้องกับกองทุนรวม เช่น ชื่อกองทุน, ชื่อ บลจ. ที่เสนอขายกองทุน, ประเภทกองทุน, นโยบายการลงทุน, นโยบายการจ่ายเงินปันผล, การขายและการรับซื้อคืน, ค่าธรรมเนียมการบริหารจัดการ, ผู้ดูแลผลประโยชน์ของกองทุนรวม",9.45889925956726
18,"ผลตอบแทนจากส่วนต่างราคา (Capital Gain) 2. ผลตอบแทนจากการปันผล (Dividend) 4.2 ผลตอบแทนจากการปันผล (Dividend) โดยทั่วไปแล้วเมื่อบริษัทมีกำไร บริษัทจะนำกำไรส่วนหนึ่งไปลงทุนขยายกิจการ อีกส่วนจะแบ่งคืนให้กับผู้ถือหุ้น ซึ่งเงินที่แบ่งคืนนี้เรียกว่า “เงินปันผล” (Cash Dividend) อย่างไรก็ตามในกรณีที่บริษัทต้องการกำไรทั้งหมดไปลงทุนต่อ บริษัทอาจเลือกจ่ายปันผลเป็นหุ้น (Stock Dividend) หรือไม่จ่ายเงินปันผลเลย 1. ลำดับเหตุการณ์ที่เกี่ยวข้องกับการจ่ายเงินปันผล มีตัวอย่างดังนี้ 10 เม.ย.: บริษัทประกาศว่าจะจ่ายเงินปันผล ซึ่งบริษัทจะแจ้งข้อมูล จำนวนเงินที่จ่ายปันผล, วันที่ขึ้นเครื่องหมาย XD, วันที่ปิดสมุดทะเบียน, วันที่จ่ายปันผล",3.938077926635742
19,ซึ่งมีหลักการเหมือนการผ่อนบ้านนั่นเอง (เงินผ่อนบ้านแต่ละงวด ส่วนหนึ่งจะเป็นดอกเบี้ยและอีกส่วนเป็นเงินต้น),16.4270601272583
20,ตลาดหลักทรัพย์แห่งประเทศไทย 6. แผนสำรองกรณีระบบการซื้อขายของตลาดหลักทรัพย์ขัดข้อง,3.9666597843170166
21,ผมเรียนบริหารธุรกิจค่ะ ,16.24366283416748
22,ต้องมี ≥ 1 ราย,5.4773430824279785
23,3. สำนักหักบัญชี (Thailand Clearing Houses : TCH),7.51747465133667
24,"และไม่มีการชำระเงินต้นคืน 5.2 แบ่งตามผู้ออกตราสาร 1. ตราสารหนี้ภาครัฐ คือ ตราสารหนี้ที่ออกโดยภาครัฐ (กระทรวงการคลัง, รัฐวิสาหกิจ, ธนาคารแห่งประเทศไทย) ซึ่งในทางทฤษฎีแล้วถือว่าเป็นตราสารที่ปราศจากความเสี่ยงในการผิดนัดชำระหนี้",14.758015155792236
25,* ราคาสินค้าโภคภัณฑ์ส่วนใหญ่ ปรับตามเงินเฟ้อ * มีความผันผวนสูง ตามความผันผวนของสินค้าโภคภัณฑ์ * กองทุนอาจนำเงินไปลงทุนในสินค้าโดยตรง (Physical Asset) หรือ ลงทุนในตราสารอนุพันธ์ที่ราคาอ้างอิงกับสินค้าโภคภัณฑ์ เพื่อลดความค่าใช้จ่ายและความยุ่งยากในการจัดเก็บสินค้า อย่างไรก็ตามราคาของตราสารอนุพันธ์อาจไม่สามารถปรับขึ้นลงตามราคาสินค้าโภคภัณฑ์ที่อ้างอิงได้อย่างสมบูรณ์,33.19809603691101
26,ผู้ที่ซื้อหุ้นก่อน XD 1 วันทำการ และขายทันทีในวันที่ขึ้นเครื่องหมาย XD จะยังคงได้รับเงินปันผล แม้ว่าจะถือครองหุ้นแค่เพียง 1 วันก็ตาม อย่างไรก็ตามในวันที่ขึ้น XD ราคาหุ้นมักจะลงเท่ากับเงินปันผล * เหตุที่ต้องปิดสมุดทะเบียนหลังขึ้น XD 2 วันทำการ เนื่องรอการชำระเงินและส่งมอบหลักทรัพย์ 2. อัตราส่วนที่เกี่ยวข้องกับเงินปันผล 1) อัตราส่วนการจ่ายเงินปันผล (Dividend Payout Ratio) คือ อัตราส่วนการแบ่งจ่ายเงินปันผลจากกำไรของบริษัท 2) อัตราผลตอบแทนจากเงินปันผล (Dividend Yield) ที่ผู้ลงทุนได้รับจากการลงทุน,4.280714988708496
27,Relative Valuation เป็นการประเมินมูลค่าโดยใช้วิธีการเปรียบเทียบอัตราส่วนทางการเงินกับบริษัทอื่นที่มีลักษณะของธุรกิจคล้ายคลึงกัน,1.9091930389404297
28,เป็นการลงทุนในทิศทางที่ตรงข้ามกับคนส่วนใหญ่ * เป็นการลงทุนโดยดูความรู้สึก (Sentiment) ของคนส่วนใหญ่,5.828169822692871
29,"ราคาของหุ้นก็มักปรับตัวลดลง ซึ่งความเสี่ยงที่จะกระทบต่อผลการดำเนินงานมีดังนี้ 1. ความเสี่ยงทางธุรกิจ (Business Risk) คือ ความเสี่ยงจากการดำเนินธุรกิจ เช่น การแข่งขันของอุตสาหกรรม, นโยบายการทำธุรกิจของบริษัท, ความเสี่ยงในการทำโครงการต่างๆ 2. ความเสี่ยงทางการเงิน (Financial Risk) คือ ความเสี่ยงจากโครงสร้างการเงินของบริษัท (โครงสร้างทางการเงินของบริษัท หมายถึงแหล่งที่มาของเงินทุนในการทำธุรกิจ ซึ่งโดยทั่วไปจะมาจาก 2 แหล่งคือ",3.1385889053344727
30,ไม่มีใครตอบได้,21.91727113723755
