id,answer,time
1,มีระบบในการเข้าถึงข้อมูล และความสามารถในการกระจายความเสี่ยงที่ดีเนื่องจากเงินมีลงทุนก้อนใหญ่ที่ได้จากการระดมทุนจากผู้ลงทุนหลายๆ,3.3353798389434814
2,"อัตราดอกเบี้ยต่างๆในตลาดไม่ว่าจะเป็น เงินฝาก, เงินกู้, พันธบัตร, หุ้นกู้ จะเปลี่ยนแปลงตามไปในทิศทางเดียวกันด้วย โดยอัตราดอกเบี้ยนโยบายจะมีความสัมพันธ์กับดอกเบี้ยระยะสั้น (เช่น เงินฝากระยะสั้น,หุ้นกู้ระยะสั้น) มากกว่าดอกเบี้ยระยะยาว",4.021013975143433
3,,1.0412819385528564
4,"การประเมินมูลค่าและอัตราผลตอบแทนของตราสารหนี้ 2. ราคาของตราสารหนี้ เมื่อมีการชื้อขายตราสารหนี้นั้น ราคาที่แสดงในกระดานซื้อขายตราสารหนี้ และราคาที่ใช้ชำระในการซื้อขายนั้นจะเป็นคนละราคากัน ซึ่งราคาของตราสารหนี้มี 2 ประเภทดังนี้ 2.1 Gross Price หรือ Dirty Price เนื่องจากตราสารหนี้นั้นไม่ได้จ่ายดอกเบี้ย (Coupon) ให้กับผู้ลงทุนทุกวัน แต่จะจ่ายเป็น รายเดือน, รายไตรมาส,",33.11279797554016
5,(บล.) รายได้ที่เพิ่มขึ้น จากจำนวนและปริมาณการลงทุนของผู้ลงทุนที่เพิ่มขึ้น * บริษัทจดทะเบียน สนใจนำบริษัทเข้ายจดทะเบียนในตลาดฯ มากขึ้น ระดมทุนได้ง่ายขึ้นตลาดทุนและเศรษฐกิจ * ชาวต่างชาติมั่นใจและนำเงินเข้ามาลงทุนมากขึ้น * ภาพลักษณ์ที่ดีต่อระบบการเงิน,6.80900239944458
6,+30% ต่ำสุด -30% ของราคาปิดวันก่อนหน้า หุ้นสามัญวันที่ XD สูงสุด +30% ต่ำสุด -30% ของราคาปิดวันก่อนหน้าที่หักด้วยปันผล หุ้นสามัญวันที่ซื้อขายวันแรก สูงสุด +300% ต่ำสุด,2.8231427669525146
7,,1.9009411334991455
8,1. Absolute Valuation ซึ่งเป็นการประเมินมูลค่าโดยวัดจากสินทรัพย์หรือความสามารถในการทำกำไรจากตัวบริษัทเอง 2. Relative Valuation เป็นการประเมินมูลค่าโดยใช้วิธีการเปรียบเทียบอัตราส่วนทางการเงินกับบริษัทอื่นที่มีลักษณะของธุรกิจคล้ายคลึงกัน หรืออาจเปรียบเทียบกับค่าเฉลี่ยของอุตสาหกรรม การประเมินมูลค่าหุ้นสามัญ 3. การประเมินมูลค่าแบบ Absolute Valuation เป็นการประเมินมูลค่าจากสินทรัพย์หรือกระแสเงินสดของกิจการ 3.1 Asset Based Approach เป็นการประเมินมูลค่าของหุ้นจากสินทรัพย์ของบริษัท ซึ่งสามารถแบ่งย่อยได้อีก 4 วิธี ดังนี้ 1. Book Value (มูลค่าตามบัญชี) คือ มูลค่าสินทรัพย์สุทธิทางบัญชี,8.327095031738281
9,,0.8081748485565186
10,- ให้ผู้ถือหุ้นเดิม (เช่น บริษัท AAA แจก Warrant ให้กับผู้ถือที่หุ้น AAA) โดยอาจแจกฟรีหรือขาย - ขายให้ผู้ลงทุนทั่วไป อัตราส่วนที่ใช้วิเคราะห์ DW: มีทั้ง Call DW และ Put DW Warrant (ไทย): เหมือน Call DW การประเมินมูลค่า DW: มีทั้ง Call DW และ Put DW Warrant (ไทย): เหมือน Call DW 3.3 กลยุทธ์พื้นฐานของการลงทุนใน Warrant 1. ซื้อ Warrant แล้วใช้สิทธิซื้อสินทรัพย์อ้างอิง,27.889724016189575
11,ต้องชำระส่วนต่างราคา) Warrant (ไทย): ไม่มี (เนื่องจากหุ้นที่ให้ บริษัทสามารถออกหุ้นเพิ่มเองได้) ผู้ดูแลสภาพคล่อง DW: ต้องมี ≥ 1 ราย,5.803248167037964
12,* นำเงินปันผลทั้งหมดไปรวมเป็นรายได้และเสียภาษี (ไม่มีภาษีหัก ณ ที่จ่าย ต่างจากตราสารทุนที่มี 10%) * ได้รับการยกเว้นภาษีกึ่งหนึ่ง กรณีลงทุนก่อนปันผล 3 เดือนและยังคงถือครองหลังปันผลอีก 3 เดือน (หน้า,6.171576261520386
